,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,FamilySize,IsAlone
806,808,0,3,Pettersson  Miss. Ellen Natalia,female,18.0,0,0,347087,7.7750001,S,0,0
807,809,0,2,Meyer  Mr. August,male,39.0,0,0,248723,13.0,S,0,0
808,810,1,1,Chambers  Mrs. Norman Campbell (Bertha Griggs),female,33.0,1,0,113806,53.099998,S,1,1
809,811,0,3,Alexander  Mr. William,male,26.0,0,0,3474,7.8874998,S,0,0
810,812,0,3,Lester  Mr. James,male,39.0,0,0,A/4 48871,24.15,S,0,0
811,813,0,2,Slemen  Mr. Richard James,male,35.0,0,0,28206,10.5,S,0,0
812,814,0,3,Andersson  Miss. Ebba Iris Alfrida,female,6.0,4,2,347082,31.275,S,6,0
813,815,0,3,Tomlin  Mr. Ernest Portage,male,30.5,0,0,364499,8.0500002,S,0,0
814,816,0,1,Fry  Mr. Richard,male,39.04046428571428,0,0,112058,0.0,S,0,0
815,817,0,3,Heininen  Miss. Wendla Maria,female,23.0,0,0,STON/O2. 3101290,7.9250002,S,0,0
816,818,0,2,Mallet  Mr. Albert,male,31.0,1,1,S.C./PARIS 2079,37.0042,C,2,0
817,819,0,3,Holm  Mr. John Fredrik Alexander,male,43.0,0,0,C 7075,6.4499998,S,0,0
818,820,0,3,Skoog  Master. Karl Thorsten,male,10.0,3,2,347088,27.9,S,5,0
819,821,1,1,Hays  Mrs. Charles Melville (Clara Jennings Gregg),female,52.0,1,1,12749,93.5,S,2,0
820,822,1,3,Lulic  Mr. Nikola,male,27.0,0,0,315098,8.6625004,S,0,0
821,823,0,1,Reuchlin  Jonkheer. John George,male,38.0,0,0,19972,0.0,S,0,0
822,824,1,3,Moor  Mrs. (Beila),female,27.0,0,1,392096,12.475,S,1,1
823,825,0,3,Panula  Master. Urho Abraham,male,2.0,4,1,3101295,39.6875,S,5,0
824,826,0,3,Flynn  Mr. John,male,34.5552196969697,0,0,368323,6.9499998,Q,0,0
825,827,0,3,Lam  Mr. Len,male,29.32895454545453,0,0,1601,56.4958,S,0,0
826,828,1,2,Mallet  Master. Andre,male,1.0,0,2,S.C./PARIS 2079,37.0042,C,2,0
827,829,1,3,McCormack  Mr. Thomas Joseph,male,36.124156188110135,0,0,367228,7.75,Q,0,0
828,831,1,3,Yasbeck  Mrs. Antoni (Selini Alexander),female,15.0,1,0,2659,14.4542,C,1,1
829,832,1,2,Richards  Master. George Sibley,male,0.82999998,1,1,29106,18.75,S,2,0
830,833,0,3,Saad  Mr. Amin,male,22.59023977411476,0,0,2671,7.2291999,C,0,0
831,834,0,3,Augustsson  Mr. Albert,male,23.0,0,0,347468,7.8541999,S,0,0
832,835,0,3,Allum  Mr. Owen George,male,18.0,0,0,2223,8.3000002,S,0,0
833,836,1,1,Compton  Miss. Sara Rebecca,female,39.0,1,1,PC 17756,83.158302,C,2,0
834,837,0,3,Pasic  Mr. Jakob,male,21.0,0,0,315097,8.6625004,S,0,0
835,838,0,3,Sirota  Mr. Maurice,male,31.051514586770406,0,0,392092,8.0500002,S,0,0
836,839,1,3,Chip  Mr. Chang,male,32.0,0,0,1601,56.4958,S,0,0
837,840,1,1,Marechal  Mr. Pierre,male,50.602500000000006,0,0,11774,29.700001,C,0,0
838,841,0,3,Alhomaki  Mr. Ilmari Rudolf,male,20.0,0,0,SOTON/O2 3101287,7.9250002,S,0,0
839,842,0,2,Mudd  Mr. Thomas Charles,male,16.0,0,0,S.O./P.P. 3,10.5,S,0,0
840,843,1,1,Serepeca  Miss. Augusta,female,30.0,0,0,113798,31.0,C,0,0
841,844,0,3,Lemberopolous  Mr. Peter L,male,34.5,0,0,2683,6.4375,C,0,0
842,845,0,3,Culumovic  Mr. Jeso,male,17.0,0,0,315090,8.6625004,S,0,0
843,846,0,3,Abbing  Mr. Anthony,male,42.0,0,0,C.A. 5547,7.5500002,S,0,0
844,847,0,3,Sage  Mr. Douglas Bullen,male,12.0250386002886,8,2,CA. 2343,69.550003,S,10,0
845,848,0,3,Markoff  Mr. Marin,male,35.0,0,0,349213,7.8958001,C,0,0
846,849,0,2,Harper  Rev. John,male,28.0,0,1,248727,33.0,S,1,1
847,850,1,1,Goldenberg  Mrs. Samuel L (Edwiga Grabowska),female,43.99916666666666,1,0,17453,89.104202,C,1,1
848,851,0,3,Andersson  Master. Sigvard Harald Elias,male,4.0,4,2,347082,31.275,S,6,0
849,852,0,3,Svensson  Mr. Johan,male,74.0,0,0,347060,7.7750001,S,0,0
850,853,0,3,Boulos  Miss. Nourelain,female,9.0,1,1,2678,15.2458,C,2,0
851,854,1,1,Lines  Miss. Mary Conover,female,16.0,0,1,PC 17592,39.400002,S,1,1
852,855,0,2,Carter  Mrs. Ernest Courtenay (Lilian Hughes),female,44.0,1,0,244252,26.0,S,1,1
853,856,1,3,Aks  Mrs. Sam (Leah Rosen),female,18.0,0,1,392091,9.3500004,S,1,1
854,857,1,1,Wick  Mrs. George Dennick (Mary Hitchcock),female,45.0,1,1,36928,164.8667,S,2,0
855,858,1,1,Daly  Mr. Peter Denis ,male,51.0,0,0,113055,26.549999,S,0,0
856,859,1,3,Baclini  Mrs. Solomon (Latifa Qurban),female,24.0,0,3,2666,19.258301,C,3,0
857,860,0,3,Razi  Mr. Raihed,male,22.59023977411476,0,0,2629,7.2291999,C,0,0
858,861,0,3,Hansen  Mr. Claus Peter,male,41.0,2,0,350026,14.1083,S,2,0
859,862,0,2,Giles  Mr. Frederick Edward,male,21.0,1,0,28134,11.5,S,1,1
860,863,1,1,Swift  Mrs. Frederick Joel (Margaret Welles Barron),female,48.0,0,0,17466,25.929199,S,0,0
861,864,0,3,"Sage  Miss. Dorothy Edith ""Dolly""",female,12.0250386002886,8,2,CA. 2343,69.550003,S,10,0
862,865,0,2,Gill  Mr. John William,male,24.0,0,0,233866,13.0,S,0,0
863,866,1,2,Bystrom  Mrs. (Karolina),female,42.0,0,0,236852,13.0,S,0,0
864,867,1,2,Duran y More  Miss. Asuncion,female,27.0,1,0,SC/PARIS 2149,13.8583,C,1,1
865,868,0,1,Roebling  Mr. Washington Augustus II,male,31.0,0,0,PC 17590,50.4958,S,0,0
866,869,0,3,van Melkebeke  Mr. Philemon,male,26.176032634032627,0,0,345777,9.5,S,0,0
867,870,1,3,Johnson  Master. Harold Theodor,male,4.0,1,1,347742,11.1333,S,2,0
868,871,0,3,Balkic  Mr. Cerin,male,26.0,0,0,349248,7.8958001,S,0,0
869,872,1,1,Beckwith  Mrs. Richard Leonard (Sallie Monypeny),female,47.0,1,1,11751,52.554199,S,2,0
870,873,0,1,Carlsson  Mr. Frans Olof,male,33.0,0,0,695,5.0,S,0,0
871,874,0,3,Vander Cruyssen  Mr. Victor,male,47.0,0,0,345765,9.0,S,0,0
872,875,1,2,Abelson  Mrs. Samuel (Hannah Wizosky),female,28.0,1,0,P/PP 3381,24.0,C,1,1
873,876,1,3,"Najib  Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.2249999,C,0,0
874,877,0,3,Gustafsson  Mr. Alfred Ossian,male,20.0,0,0,7534,9.8458004,S,0,0
875,878,0,3,Petroff  Mr. Nedelio,male,19.0,0,0,349212,7.8958001,S,0,0
876,879,0,3,Laleff  Mr. Kristo,male,27.986140209531754,0,0,349217,7.8958001,S,0,0
877,880,1,1,Potter  Mrs. Thomas Jr (Lily Alexenia Wilson),female,56.0,0,1,11767,83.158302,C,1,1
878,881,1,2,Shelley  Mrs. William (Imanita Parrish Hall),female,25.0,0,1,230433,26.0,S,1,1
879,882,0,3,Markun  Mr. Johann,male,33.0,0,0,349257,7.8958001,S,0,0
880,883,0,3,Dahlberg  Miss. Gerda Ulrika,female,22.0,0,0,7552,10.5167,S,0,0
881,884,0,2,Banfield  Mr. Frederick James,male,28.0,0,0,C.A./SOTON 34068,10.5,S,0,0
882,885,0,3,Sutehall  Mr. Henry Jr,male,25.0,0,0,SOTON/OQ 392076,7.0500002,S,0,0
883,886,0,3,Rice  Mrs. William (Margaret Norton),female,39.0,0,5,382652,29.125,Q,5,0
884,887,0,2,Montvila  Rev. Juozas,male,27.0,0,0,211536,13.0,S,0,0
885,888,1,1,Graham  Miss. Margaret Edith,female,19.0,0,0,112053,30.0,S,0,0
886,889,0,3,"Johnston  Miss. Catherine Helen ""Carrie""",female,14.95633333333333,1,2,W./C. 6607,23.450001,S,3,0
887,890,1,1,Behr  Mr. Karl Howell,male,26.0,0,0,111369,30.0,C,0,0
888,891,0,3,Dooley  Mr. Patrick,male,32.0,0,0,370376,7.75,Q,0,0
